requestSource,product,serviceRegion,requestType,focTarget
pss,businesslines,west,disconnect,2.0
kana,businessinternet,west,add,2.0
email,businessinternet,west,change,2.0
kana,businesslines,bc,add,2.0
ssc,digitalprivateline,bc,disconnect,2.0
ssc,businesslines,bc,add,2.0
smartpath,businesslines,ab,disconnect,2.0
pss,businessinternet,on,add,2.0
ssc,businesslines,west,change,2.0
kana,businesslines,on,disconnect,2.0
ssc,otherdataservices,qc,disconnect,2.0
email,businessinternet,qc,change,2.0
ssc,businesslines,qc,move,2.0
ssc,businessinternet,west,disconnect,2.0
ssc,businesslines,qc,change,2.0
pwo,businessinternet,qc,new,2.0
eom,digitalprivateline,on,new,2.0
pss,businesslines,on,disconnect,2.0
smartpath,businessinternet,qc,move,2.0
eom,businessinternet,west,new,2.0
ssc,businesslines,bc,move,2.0
pwo,businesslines,qc,new,2.0
ssc,businessinternet,qc,add,2.0
pwo,businesslines,ab,new,2.0
ssc,businessinternet,bc,change,2.0
kana,businesslines,west,add,2.0
smartpath,businesslines,ab,change,2.0
pss,businessinternet,on,disconnect,2.0
smartpath,tollfree,intl,disconnect,2.0
smartpath,businessinternet,on,new,2.0
kana,businesslines,ab,change,2.0
smartpath,businessinternet,bc,move,2.0
smartpath,businesslines,qc,change,2.0
ssc,digitalprivateline,on,change,2.0
eom,businesslines,qc,new,2.0
ssc,businessinternet,bc,disconnect,2.0
pss,tollfree,intl,add,2.0
ssc,businessinternet,bc,move,2.0
ssc,businessinternet,intl,disconnect,2.0
ssc,businesslines,nb,disconnect,2.0
ssc,businesslines,nb,change,2.0
kana,digitalprivateline,ns,disconnect,2.0
pss,businessinternet,on,change,2.0
kana,businessinternet,qc,add,2.0
eom,digitalprivateline,qc,new,2.0
kana,businesslines,bc,change,2.0
ssc,siptrunk,intl,change,2.0
email,businesslines,west,new,2.0
ssc,otherdataservices,west,disconnect,2.0
smartpath,businesslines,on,add,2.0
email,businesslines,on,move,2.0
ssc,businesslines,west,add,2.0
email,businessinternet,bc,disconnect,2.0
pss,businesslines,bc,change,2.0
smartpath,businessinternet,mb,change,2.0
ssc,businessinternet,ab,change,2.0
email,businesslines,west,add,2.0
eom,businessinternet,on,new,2.0
kana,digitalprivateline,qc,disconnect,2.0
ssc,businessinternet,mb,disconnect,2.0
ssc,businessinternet,mb,add,2.0
ssc,businessinternet,on,disconnect,2.0
kana,businessinternet,qc,move,2.0
smartpath,businessinternet,bc,disconnect,2.0
eom,businesslines,ab,new,2.0
smartpath,businessinternet,nb,move,2.0
kana,businesslines,east,new,2.0
pss,businesslines,ab,disconnect,2.0
email,businessinternet,east,change,2.0
ssc,businessinternet,sk,move,2.0
smartpath,businesslines,bc,new,2.0
pss,businesslines,on,add,2.0
ssc,businessinternet,on,move,2.0
smartpath,businesslines,sk,change,2.0
ssc,otherdataservices,on,change,2.0
ssc,tollfree,intl,change,2.0
kana,businessinternet,qc,change,2.0
email,businessinternet,on,change,2.0
ssc,businesslines,on,move,2.0
kana,tollfree,intl,add,2.0
eom,businessinternet,qc,new,2.0
smartpath,businesslines,west,new,2.0
smartpath,tollfree,intl,add,2.0
pwo,businesslines,on,new,2.0
ssc,otherdataservices,west,add,2.0
ssc,businessinternet,sk,add,2.0
email,businessinternet,qc,disconnect,2.0
smartpath,digitalprivateline,on,disconnect,2.0
kana,businesslines,bc,new,2.0
pss,businesslines,mb,disconnect,2.0
email,businesslines,qc,add,2.0
ssc,businesslines,sk,disconnect,2.0
kana,businessinternet,east,disconnect,2.0
ssc,businessinternet,qc,move,2.0
kana,businesslines,sk,change,2.0
ssc,businessinternet,nl,disconnect,2.0
email,businessinternet,sk,disconnect,2.0
pss,businesslines,qc,change,2.0
kana,tollfree,intl,new,2.0
ssc,digitalprivateline,on,disconnect,2.0
smartpath,businesslines,qc,move,2.0
pss,businessinternet,on,move,2.0
kana,businesslines,on,add,2.0
email,businesslines,on,new,2.0
ssc,businessinternet,ab,move,2.0
ssc,megalink,mb,disconnect,4.0
smartpath,megalink,ab,add,4.0
smartpath,megalink,bc,add,4.0
smartpath,megalink,on,add,4.0
pss,megalink,mb,disconnect,4.0
smartpath,megalink,west,move,4.0
pss,megalink,on,change,4.0
ssc,megalink,qc,disconnect,4.0
email,megalink,on,disconnect,4.0
pss,megalink,qc,move,4.0
pss,megalink,qc,add,4.0
pss,megalink,west,disconnect,4.0
ssc,megalink,qc,move,4.0
ssc,megalink,qc,add,4.0
smartpath,megalink,qc,add,4.0
pss,megalink,on,disconnect,4.0
eom,megalink,ns,new,4.0
pss,megalink,west,change,4.0
pss,megalink,bc,disconnect,4.0
email,megalink,on,change,4.0
smartpath,megalink,ab,move,4.0
ssc,megalink,on,disconnect,4.0
ssc,megalink,ab,disconnect,4.0
pss,megalink,qc,disconnect,4.0
ssc,megalink,on,move,4.0
kana,megalink,west,add,4.0
smartpath,megalink,qc,disconnect,4.0
email,megalink,qc,add,4.0
ssc,megalink,qc,change,4.0
ssc,megalink,nl,change,4.0
ssc,megalink,on,change,4.0
kana,megalink,west,new,4.0
ssc,megalink,bc,change,4.0
ssc,megalink,nb,disconnect,4.0
smartpath,megalink,west,new,4.0
ssc,megalink,ns,disconnect,4.0
smartpath,megalink,on,move,4.0
kana,megalink,west,change,4.0
ssc,megalink,west,change,4.0
pwo,megalink,qc,new,4.0
pwo,megalink,on,new,4.0
ssc,megalink,mb,move,4.0
email,megalink,west,change,4.0
eom,megalink,qc,new,4.0
pss,megalink,on,move,4.0
smartpath,megalink,ns,new,4.0
email,megalink,qc,change,4.0
eom,megalink,west,new,4.0
ssc,megalink,ab,move,4.0
email,megalink,sk,add,4.0
email,megalink,qc,new,4.0
ssc,megalink,west,disconnect,4.0
pss,megalink,ab,disconnect,4.0
smartpath,megalink,ab,new,4.0
ssc,megalink,ab,add,4.0
pss,megalink,on,add,4.0
eom,megalink,on,new,4.0
ssc,megalink,ab,change,4.0
smartpath,megalink,qc,move,4.0
pss,megalink,qc,change,4.0
smartpath,megalink,on,change,4.0
smartpath,centrex,qc,add,5.0
email,siptrunk,ns,add,5.0
ssc,centrex,bc,move,5.0
ssc,centrex,ab,move,5.0
kana,centrex,bc,disconnect,5.0
smartpath,tollfree,ab,disconnect,5.0
email,centrex,west,change,5.0
ssc,centrex,nb,add,5.0
ssc,btce,intl,add,5.0
ssc,centrex,west,disconnect,5.0
email,centrex,west,disconnect,5.0
ssc,btce,ns,add,5.0
ssc,tollfree,on,disconnect,5.0
pss,centrex,on,disconnect,5.0
pwo,centrex,qc,new,5.0
kana,centrex,bc,change,5.0
kana,centrex,west,move,5.0
pss,centrex,west,change,5.0
smartpath,tollfree,nl,change,5.0
smartpath,centrex,ab,new,5.0
ssc,locallink,bc,change,5.0
email,tollfree,qc,disconnect,5.0
smartpath,centrex,qc,change,5.0
ssc,locallink,west,disconnect,5.0
email,centrex,on,add,5.0
smartpath,centrex,bc,add,5.0
smartpath,tollfree,bc,change,5.0
smartpath,centrex,on,disconnect,5.0
smartpath,tollfree,west,change,5.0
email,centrex,on,move,5.0
kana,siptrunk,nl,change,5.0
email,centrex,east,disconnect,5.0
kana,btce,east,change,5.0
ssc,locallink,ab,change,5.0
email,tollfree,east,disconnect,5.0
email,tollfree,west,add,5.0
ssc,tollfree,qc,disconnect,5.0
pss,centrex,bc,change,5.0
kana,siptrunk,east,disconnect,5.0
kana,siptrunk,nb,new,5.0
email,locallink,on,change,5.0
ssc,tollfree,ab,disconnect,5.0
ssc,tollfree,mb,change,5.0
smartpath,tollfree,mb,change,5.0
pwo,centrex,on,new,5.0
ssc,locallink,qc,add,5.0
pss,locallink,on,change,5.0
kana,siptrunk,nb,disconnect,5.0
kana,tollfree,east,disconnect,5.0
ssc,btce,nl,disconnect,5.0
email,tollfree,east,new,5.0
eom,centrex,qc,new,5.0
ssc,siptrunk,ns,add,5.0
ssc,centrex,qc,move,5.0
kana,centrex,qc,disconnect,5.0
kana,tollfree,west,add,5.0
ssc,locallink,east,disconnect,5.0
smartpath,btce,east,add,5.0
ssc,tollfree,qc,change,5.0
ssc,tollfree,ns,add,5.0
kana,centrex,nb,disconnect,5.0
kana,tollfree,east,change,5.0
ssc,tollfree,on,change,5.0
kana,centrex,on,change,5.0
ssc,locallink,bc,add,5.0
email,centrex,qc,disconnect,5.0
pss,tollfree,ab,change,5.0
email,centrex,west,move,5.0
email,centrex,on,disconnect,5.0
ssc,siptrunk,nb,add,5.0
kana,tollfree,west,change,5.0
ssc,centrex,on,move,5.0
ssc,centrex,on,change,5.0
ssc,locallink,mb,change,5.0
ssc,centrex,on,add,5.0
kana,tollfree,west,move,5.0
ssc,centrex,nl,disconnect,5.0
kana,siptrunk,east,add,5.0
pss,tollfree,ab,disconnect,5.0
smartpath,tollfree,ab,change,5.0
smartpath,centrex,west,move,5.0
kana,tollfree,east,add,5.0
pss,centrex,qc,disconnect,5.0
kana,tollfree,sk,disconnect,5.0
kana,centrex,west,disconnect,5.0
smartpath,centrex,ns,change,5.0
ssc,tollfree,bc,disconnect,5.0
smartpath,tollfree,bc,disconnect,5.0
ssc,tollfree,bc,add,5.0
eom,centrex,west,new,5.0
email,tollfree,on,add,5.0
email,tollfree,on,new,5.0
ssc,tollfree,ab,add,5.0
kana,centrex,qc,change,5.0
kana,tollfree,qc,add,5.0
pss,centrex,on,add,5.0
ssc,tollfree,west,disconnect,5.0
email,tollfree,on,change,5.0
kana,tollfree,ab,disconnect,5.0
ssc,locallink,on,move,5.0
ssc,centrex,west,add,5.0
pss,tollfree,bc,change,5.0
kana,btce,nb,change,5.0
ssc,locallink,qc,change,5.0
kana,tollfree,bc,change,5.0
pss,btce,ns,change,5.0
kana,centrex,qc,move,5.0
ssc,tollfree,mb,disconnect,5.0
smartpath,centrex,bc,change,5.0
smartpath,tollfree,on,new,5.0
eom,tollfree,qc,new,5.0
ssc,locallink,west,add,5.0
smartpath,tollfree,west,move,5.0
ssc,tollfree,bc,change,5.0
ssc,tollfree,qc,move,5.0
ssc,centrex,ab,add,5.0
smartpath,centrex,bc,disconnect,5.0
pss,centrex,ab,change,5.0
ssc,centrex,bc,change,5.0
email,tollfree,qc,new,5.0
ssc,locallink,west,change,5.0
ssc,siptrunk,ns,change,5.0
email,tollfree,east,change,5.0
smartpath,tollfree,mb,add,5.0
pss,locallink,qc,disconnect,5.0
smartpath,centrex,on,new,5.0
ssc,centrex,sk,change,5.0
smartpath,tollfree,qc,new,5.0
ssc,btce,nb,change,5.0
kana,tollfree,ab,change,5.0
kana,tollfree,west,new,5.0
kana,tollfree,bc,disconnect,5.0
kana,centrex,west,change,5.0
eom,tollfree,on,new,5.0
email,tollfree,qc,add,5.0
kana,centrex,on,add,5.0
kana,centrex,ab,move,5.0
pss,tollfree,qc,disconnect,5.0
kana,tollfree,bc,add,5.0
ssc,tollfree,nb,disconnect,5.0
smartpath,tollfree,on,change,5.0
pss,tollfree,west,disconnect,5.0
ssc,centrex,on,disconnect,5.0
ssc,locallink,on,disconnect,5.0
ssc,centrex,bc,disconnect,5.0
kana,siptrunk,east,change,5.0
ssc,centrex,ab,change,5.0
kana,centrex,qc,new,5.0
pss,locallink,on,disconnect,5.0
ssc,centrex,qc,change,5.0
ssc,centrex,nl,change,5.0
kana,centrex,ab,disconnect,5.0
kana,centrex,ab,change,5.0
pss,tollfree,on,add,5.0
kana,siptrunk,ns,disconnect,5.0
kana,centrex,west,new,5.0
ssc,centrex,west,change,5.0
smartpath,centrex,nl,change,5.0
ssc,centrex,qc,disconnect,5.0
email,centrex,on,change,5.0
ssc,tollfree,ab,change,5.0
ssc,centrex,ab,disconnect,5.0
email,centrex,bc,add,5.0
ssc,centrex,bc,add,5.0
smartpath,btce,ns,change,5.0
ssc,tollfree,mb,add,5.0
ssc,centrex,qc,add,5.0
kana,tollfree,west,disconnect,5.0
smartpath,centrex,ab,change,5.0
email,centrex,qc,change,5.0
email,siptrunk,east,add,5.0
kana,tollfree,nb,disconnect,5.0
email,tollfree,on,disconnect,5.0
smartpath,tollfree,ab,move,5.0
pss,centrex,on,change,5.0
pss,centrex,bc,disconnect,5.0
smartpath,centrex,sk,add,5.0
ssc,tollfree,west,add,5.0
ssc,centrex,nb,change,5.0
ssc,siptrunk,nl,add,5.0
email,btce,east,disconnect,5.0
eom,centrex,on,new,5.0
smartpath,tollfree,west,add,5.0
pss,tollfree,on,disconnect,5.0
kana,tollfree,on,add,5.0
smartpath,businessinternetdedicated,qc,move,10.0
email,ipvpn,on,move,10.0
email,ethernet,qc,new,10.0
pss,ethernet,on,move,10.0
ssc,siptrunk,mb,add,10.0
smartpath,ethernet,qc,change,10.0
ssc,ipvpn,on,add,10.0
smartpath,ipvpn,on,change,10.0
email,siptrunk,qc,change,10.0
pss,btce,qc,change,10.0
pwo,siptrunk,on,new,10.0
pss,btce,on,add,10.0
kana,ipvpn,on,new,10.0
kana,btce,on,change,10.0
ssc,siptrunk,qc,change,10.0
ssc,ethernet,on,change,10.0
pss,businessinternetdedicated,on,change,10.0
smartpath,ipvpn,qc,change,10.0
kana,siptrunk,west,add,10.0
pss,btce,bc,move,10.0
smartpath,broadband,on,new,10.0
ssc,eip,qc,add,10.0
ssc,ipvpn,west,change,10.0
kana,eip,ab,change,10.0
smartpath,ethernet,bc,change,10.0
kana,btce,qc,change,10.0
pss,siptrunk,west,add,10.0
ssc,btce,ab,add,10.0
smartpath,btce,on,add,10.0
smartpath,ethernet,qc,move,10.0
eom,businessinternetdedicated,qc,new,10.0
ssc,btce,on,add,10.0
kana,eip,on,change,10.0
pwo,businessinternetdedicated,qc,new,10.0
ssc,businessinternetdedicated,qc,change,10.0
eom,eip,on,new,10.0
kana,ethernet,qc,move,10.0
ssc,btce,bc,change,10.0
ssc,btce,qc,change,10.0
ssc,siptrunk,qc,add,10.0
pwo,businessinternetdedicated,on,new,10.0
pss,businessinternetdedicated,qc,change,10.0
ssc,ipvpn,sk,change,10.0
smartpath,ipvpn,bc,change,10.0
ssc,btce,qc,move,10.0
smartpath,businessinternetdedicated,west,change,10.0
email,siptrunk,on,add,10.0
email,siptrunk,qc,add,10.0
kana,ethernet,qc,change,10.0
smartpath,btce,sk,new,10.0
kana,ethernet,on,add,10.0
eom,ipvpn,on,new,10.0
eom,eip,qc,new,10.0
eom,siptrunk,on,new,10.0
kana,siptrunk,on,add,10.0
kana,ipvpn,qc,change,10.0
kana,ipvpn,sk,change,10.0
email,siptrunk,west,add,10.0
kana,siptrunk,bc,add,10.0
smartpath,btce,qc,new,10.0
smartpath,ipvpn,qc,move,10.0
smartpath,btce,mb,new,10.0
kana,businessinternetdedicated,on,move,10.0
kana,broadband,on,new,10.0
pss,btce,qc,add,10.0
email,btce,on,change,10.0
smartpath,businessinternetdedicated,bc,change,10.0
kana,btce,mb,change,10.0
kana,broadband,qc,add,10.0
kana,ipvpn,on,move,10.0
smartpath,ipvpn,on,move,10.0
ssc,btce,west,change,10.0
ssc,ipvpn,qc,change,10.0
pss,btce,on,move,10.0
ssc,businessinternetdedicated,west,change,10.0
pss,btce,on,change,10.0
kana,ipvpn,qc,move,10.0
kana,btce,ab,change,10.0
kana,businessinternetdedicated,on,add,10.0
email,ipvpn,qc,new,10.0
ssc,btce,on,change,10.0
email,ipvpn,on,change,10.0
ssc,btce,qc,add,10.0
smartpath,ethernet,west,change,10.0
email,siptrunk,qc,new,10.0
kana,siptrunk,ab,add,10.0
ssc,ipvpn,qc,add,10.0
ssc,btce,mb,add,10.0
email,businessinternetdedicated,on,add,10.0
ssc,btce,bc,move,10.0
pss,businessinternetdedicated,west,change,10.0
eom,businessinternetdedicated,on,new,10.0
ssc,businessinternetdedicated,mb,change,10.0
kana,btce,on,move,10.0
ssc,siptrunk,bc,move,10.0
ssc,btce,bc,add,10.0
ssc,eip,on,change,10.0
ssc,eip,on,move,10.0
pss,btce,ab,change,10.0
email,ipvpn,qc,add,10.0
ssc,siptrunk,on,add,10.0
email,btce,west,new,10.0
smartpath,businessinternetdedicated,ab,change,10.0
kana,siptrunk,qc,change,10.0
smartpath,siptrunk,qc,new,10.0
eom,ethernet,qc,new,10.0
ssc,siptrunk,west,change,10.0
kana,siptrunk,west,change,10.0
smartpath,businessinternetdedicated,qc,change,10.0
ssc,ipvpn,bc,change,10.0
pss,businessinternetdedicated,ab,change,10.0
eom,btce,bc,new,10.0
email,broadband,on,new,10.0
ssc,businessinternetdedicated,on,add,10.0
email,btce,bc,new,10.0
smartpath,siptrunk,ab,new,10.0
kana,siptrunk,west,new,10.0
kana,siptrunk,mb,new,10.0
kana,broadband,on,add,10.0
kana,siptrunk,qc,move,10.0
ssc,eip,bc,change,10.0
smartpath,siptrunk,on,new,10.0
email,btce,qc,change,10.0
smartpath,ethernet,on,add,10.0
smartpath,ethernet,on,move,10.0
email,ipvpn,west,change,10.0
pss,siptrunk,on,add,10.0
eom,btce,west,new,10.0
pss,siptrunk,on,move,10.0
kana,ipvpn,ab,change,10.0
ssc,ethernet,qc,add,10.0
kana,ipvpn,qc,add,10.0
ssc,btce,mb,change,10.0
ssc,siptrunk,ab,change,10.0
pss,businessinternetdedicated,on,move,10.0
smartpath,eip,qc,change,10.0
email,siptrunk,on,change,10.0
kana,ethernet,qc,add,10.0
smartpath,businessinternetdedicated,on,new,10.0
ssc,businessinternetdedicated,ab,change,10.0
email,ipvpn,bc,change,10.0
pss,ipvpn,qc,change,10.0
eom,siptrunk,qc,new,10.0
ssc,btce,west,add,10.0
email,btce,west,add,10.0
kana,ipvpn,west,change,10.0
ssc,businessinternetdedicated,on,change,10.0
pss,siptrunk,on,change,10.0
pss,btce,bc,add,10.0
eom,btce,qc,new,10.0
ssc,siptrunk,ab,add,10.0
email,btce,bc,add,10.0
email,ipvpn,qc,change,10.0
kana,ipvpn,bc,change,10.0
kana,ethernet,on,new,10.0
smartpath,businessinternetdedicated,qc,new,10.0
email,businessinternetdedicated,qc,new,10.0
eom,ethernet,on,new,10.0
ssc,ipvpn,mb,change,10.0
pss,btce,ab,add,10.0
email,btce,bc,move,10.0
pss,businessinternetdedicated,on,add,10.0
smartpath,siptrunk,qc,change,10.0
email,btce,ab,change,10.0
email,btce,on,move,10.0
ssc,ethernet,on,add,10.0
kana,ipvpn,on,add,10.0
kana,btce,on,add,10.0
smartpath,btce,qc,move,10.0
kana,btce,qc,move,10.0
kana,siptrunk,qc,add,10.0
smartpath,ipvpn,mb,change,10.0
email,btce,on,add,10.0
kana,businessinternetdedicated,qc,new,10.0
smartpath,businessinternetdedicated,mb,change,10.0
smartpath,ipvpn,west,change,10.0
pss,btce,bc,change,10.0
kana,siptrunk,ab,new,10.0
smartpath,broadband,qc,change,10.0
ssc,siptrunk,on,move,10.0
kana,siptrunk,on,new,10.0
ssc,eip,on,add,10.0
email,siptrunk,west,change,10.0
pss,ipvpn,ab,change,10.0
smartpath,btce,on,new,10.0
kana,ipvpn,on,change,10.0
kana,btce,on,new,10.0
ssc,siptrunk,on,change,10.0
kana,ipvpn,mb,change,10.0
smartpath,siptrunk,qc,move,10.0
pss,btce,west,change,10.0
ssc,businessinternetdedicated,qc,move,10.0
ssc,siptrunk,qc,move,10.0
smartpath,eip,on,add,10.0
smartpath,ipvpn,qc,new,10.0
ssc,ipvpn,on,change,10.0
email,ipvpn,sk,change,10.0
eom,broadband,qc,new,10.0
smartpath,siptrunk,qc,add,10.0
pss,eip,bc,change,10.0
smartpath,ipvpn,on,add,10.0
smartpath,ethernet,on,new,10.0
smartpath,eip,west,change,10.0
pss,ipvpn,on,change,10.0
ssc,btce,ab,move,10.0
smartpath,businessinternetdedicated,qc,add,10.0
eom,siptrunk,west,new,10.0
ssc,btce,on,move,10.0
email,businessinternetdedicated,qc,add,10.0
ssc,ipvpn,ab,change,10.0
email,btce,ab,add,10.0
kana,businessinternetdedicated,qc,change,10.0
kana,ipvpn,west,disconnect,15.0
kana,ethernet,on,disconnect,15.0
