requestSource,product,serviceRegion,requestType,focTarget
ssc,businesslines,west,generalinquiry-directorylistings,0.0
smartpath,msos365,on,change,0.0
kana,megalink,on,generalinquiry-directinwardcalling,0.0
smartpath,btce,on,facilitycheck,0.0
smartpath,businessinternetdedicated,on,add,0.0
smartpath,globalipvpn,intl,pricing,0.0
ssc,megalink,on,generalinquiry-directinwardcalling,0.0
ssc,siptrunk,on,generalinquiry-pricingconfirmation,0.0
smartpath,megalink,ab,generalinquiry-copyofequipmentrecord,0.0
smartpath,businesslines,nb,disconnect,0.0
smartpath,broadband,ab,disconnect,0.0
kana,businessinternetdedicated,west,billinginquiry-copyofinvoice,0.0
smartpath,localaccesspackage,on,generalinquiry-copyofequipmentrecord,0.0
ssc,ethernet,on,billinginquiry-invoiceexplanation,0.0
smartpath,webcasting,nb,generalinquiry-othergeneral,0.0
kana,localaccesspackage,qc,disconnect,0.0
smartpath,adsllas,ab,3235,0.0
smartpath,businessinternetbrokered,on,change,0.0
kana,wavelength,on,facilitycheck,0.0
kana,switchredirect,west,generalinquiry-othergeneral,0.0
smartpath,btce,nl,billinginquiry-otherbilling,0.0
smartpath,siptrunk,west,migration,0.0
smartpath,businesslines,bc,generalinquiry-directinwardcalling,0.0
smartpath,managedservices,qc,billinginquiry-copyofinvoice,0.0
smartpath,ethernet,qc,billinginquiry-billingaccountupdate,0.0
smartpath,siptrunk,qc,generalinquiry-feasibilityinformation,0.0
pss,eip,on,change,0.0
smartpath,btce,sk,add,0.0
kana,vnet,east,new,0.0
smartpath,businessinternetdedicated,ab,billinginquiry-otherbilling,0.0
smartpath,megalink,west,billinginquiry-otherbilling,0.0
kana,localaccesspackage,east,billinginquiry-otherbilling,0.0
ssc,ethernet,qc,billinginquiry-balancetransferpaymentupdate,0.0
ssc,megalink,qc,generalinquiry-accountcontractupdate,0.0
smartpath,otherdataservices,on,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businessinternetdedicated,on,change,0.0
ssc,businesslines,pe,generalinquiry-transferresponsibility,0.0
ssc,btce,on,billinginquiry-invoiceexplanation,0.0
smartpath,btce,qc,winback,0.0
pss,businessinternet,on,billinginquiry-invoiceexplanation,0.0
smartpath,btce,ab,billinginquiry-copyofinvoice,0.0
smartpath,businessinternetdedicated,bc,generalinquiry-accountcontractupdate,0.0
smartpath,megalink,west,trafficstudy,0.0
smartpath,megalink,bc,billinginquiry-copyofinvoice,0.0
ssc,ethernet,west,billinginquiry-billingaccountupdate,0.0
smartpath,directorylisting,qc,migration,0.0
smartpath,businessinternet,qc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,globalbusinessinternetservice,ns,billinginquiry-copyofinvoice,0.0
smartpath,datalegacy,intl,disconnect,0.0
smartpath,ondemandcontactcentre,qc,new,0.0
kana,ipvpn,pe,disconnect,0.0
smartpath,eip,on,billinginquiry-incorrectrate,0.0
smartpath,broadband,intl,add,0.0
smartpath,ipvpn,nb,pricing,0.0
ssc,businesslines,on,billinginquiry-incorrectrate,0.0
smartpath,businessinternetdedicated,other,migration,0.0
smartpath,corporatebillinginquiries,on,newactivations,0.0
smartpath,businessinternet,pe,change,0.0
kana,localaccesspackage,on,billinginquiry-copyofinvoice,0.0
smartpath,ondemandcontactcentre,nl,add,0.0
smartpath,broadband,east,add,0.0
smartpath,corporatehardwareorders,mb,inventoryavailability,0.0
ssc,businesslines,west,billinginquiry-billingaccountupdate,0.0
ssc,businessinternetdedicated,ns,change,0.0
smartpath,directorylisting,on,generalinquiry-othergeneral,0.0
smartpath,digitalprivateline,on,billinginquiry-otherbilling,0.0
smartpath,globalipvpn,nl,change,0.0
smartpath,tollfree,ns,billinginquiry-billingaccountupdate,0.0
smartpath,resellerbusinesslines,pe,generalinquiry-othergeneral,0.0
ssc,siptrunk,on,billinginquiry-incorrectrate,0.0
smartpath,centrex,ab,billinginquiry-incorrectrate,0.0
ssc,ipvpn,on,billinginquiry-copyofinvoice,0.0
smartpath,professionalservices,on,agreementcreation,0.0
pwo,businessinternetbrokered,mb,new,0.0
smartpath,siptrunk,qc,dals,0.0
ssc,locallink,nb,generalinquiry-othergeneral,0.0
ssc,businesslines,on,generalinquiry-incorrectrate,0.0
smartpath,digitalprivateline,on,billinginquiry-copyofinvoice,0.0
smartpath,megalink,ab,change,0.0
smartpath,ethernet,west,coaching,0.0
eom,wirelessbackupbib,west,facilitycheck,0.0
smartpath,directorylisting,qc,escpartner,0.0
smartpath,businesslines,west,generalinquiry-serviceaddressinformation,0.0
kana,businesslines,on,generalinquiry-copyofequipmentrecord,0.0
pwo,businesslines,qc,agreementcreationvalidated,0.0
smartpath,businesslines,ns,generalinquiry-serviceaddressinformation,0.0
smartpath,businessinternetbrokered,qc,billinginquiry-invoiceexplanation,0.0
pwo,megalink,on,agreementregistered,0.0
smartpath,globalbusinessinternetdedicated,intl,add,0.0
ssc,megalink,bc,generalinquiry-accountcontractupdate,0.0
smartpath,businesslines,east,billinginquiry-invoiceexplanation,0.0
smartpath,btce,on,generalinquiry-accountcontractupdate,0.0
smartpath,businessinternetbrokered,mb,change,0.0
ssc,megalink,on,add,0.0
ssc,wavelength,on,billinginquiry-copyofinvoice,0.0
smartpath,managedservices,bc,generalinquiry-othergeneral,0.0
smartpath,megalink,on,new,0.0
smartpath,globalipvpn,intl,billinginquiry-otherbilling,0.0
smartpath,globalprivateline,ab,generalinquiry-othergeneral,0.0
smartpath,ondemandcontactcentre,mb,billinginquiry-otherbilling,0.0
smartpath,datalegacy,on,agreementcreationcomplex,0.0
ssc,businessinternetdedicated,west,generalinquiry-serviceaddressinformation,0.0
ssc,businessinternet,on,billinginquiry-balancetransferpaymentupdate,0.0
ssc,centrex,qc,generalinquiry-othergeneral,0.0
smartpath,ondemandcontactcentre,qc,change,0.0
smartpath,localaccesspackage,qc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businessinternet,qc,generalinquiry-feasibilityinformation,0.0
kana,ipvpn,qc,billinginquiry-otherbilling,0.0
smartpath,tollfree,west,billinginquiry-copyofinvoice,0.0
smartpath,corporategeneralinquiries,on,generalservicerequest,0.0
smartpath,businesslines,mb,generalinquiry-accountcontractupdate,0.0
ssc,businesslines,ab,generalinquiry-directorylistings,0.0
smartpath,switchredirect,on,change,0.0
smartpath,businessinternet,ns,reconnection,0.0
smartpath,megalink,qc,change,0.0
ssc,ipvpn,on,generalinquiry-othergeneral,0.0
smartpath,businessinternetdedicated,qc,billinginquiry-dispute,0.0
smartpath,dedicatedinternetaccess,on,billinginquiry-invoiceexplanation,0.0
smartpath,globalbusinessinternetdedicated,on,change,0.0
smartpath,businessinternet,ab,generalinquiry-othergeneral,0.0
smartpath,ipvpn,qc,billinginquiry-incorrectrate,0.0
smartpath,infrastructureservices,qc,disconnect,0.0
pwo,ipvpn,west,agreementcreation,0.0
smartpath,businesslines,sk,billinginquiry-invoiceexplanation,0.0
pss,businessinternet,on,generalinquiry-othergeneral,0.0
ssc,megalink,ab,generalinquiry-directinwardcalling,0.0
ssc,btce,west,billinginquiry-incorrectrate,0.0
smartpath,datalegacy,on,generalinquiry-accountcontractupdate,0.0
smartpath,switchredirect,qc,billinginquiry-otherbilling,0.0
smartpath,sap,qc,billinginquiry-incorrectrate,0.0
ssc,centrex,on,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,btce,east,coaching,0.0
ssc,tollfree,on,generalinquiry-copyofequipmentrecord,0.0
pss,businesslines,on,generalinquiry-copyofequipmentrecord,0.0
smartpath,ipvpn,ab,billinginquiry-incorrectrate,0.0
smartpath,businessinternetdedicated,qc,disconnect,0.0
smartpath,megalink,on,800features,0.0
smartpath,corporategeneralinquiries,on,billinginquiry,0.0
ssc,businessinternet,ns,change,0.0
smartpath,businessinternetdedicated,qc,coaching,0.0
smartpath,btce,west,add,0.0
ssc,megalink,west,billinginquiry-otherbilling,0.0
smartpath,tollfreeinternational,on,generalinquiry-othergeneral,0.0
smartpath,businessinternet,ab,disconnect,0.0
ssc,locallink,qc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,centrex,nb,add,0.0
smartpath,businessinternetdedicated,bc,move,0.0
smartpath,tollfreeinternational,on,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,btce,on,suspension,0.0
ssc,onenet,yt,projectmac,0.0
ssc,centrex,on,generalinquiry-feasibilityinformation,0.0
smartpath,megalink,west,billinginquiry-incorrectrate,0.0
smartpath,saput,on,billinginquiry-incorrectrate,0.0
smartpath,sap,east,billinginquiry-copyofinvoice,0.0
ssc,otherdataservices,on,generalinquiry-accountcontractupdate,0.0
smartpath,businessinternetdedicated,qc,generalinquiry-othergeneral,0.0
smartpath,datalegacy,qc,billinginquiry-invoiceexplanation,0.0
ssc,digitalprivateline,ab,disconnect,0.0
smartpath,dataschedule3a,on,billinginquiry-copyofinvoice,0.0
smartpath,vnet,on,distance,0.0
smartpath,globalipvpn,on,new,0.0
smartpath,ondemandcontactcentre,ab,800features,0.0
smartpath,businessinternet,nb,generalinquiry-othergeneral,0.0
smartpath,corporatehardwareorders,on,hardwareorderchange,0.0
kana,datalegacy,on,move,0.0
smartpath,broadband,nb,billinginquiry-billingaccountupdate,0.0
email,audioconferencing,nl,disconnect,0.0
egain,digitalprivateline,on,generalinquiry-othergeneral,0.0
email,ipvpn,on,add,0.0
egain,megalink,east,generalinquiry-serviceaddressinformation,0.0
email,managedservices,qc,noactionrequired,0.0
email,audioconferencing,west,disconnect,0.0
email,digitalprivateline,on,add,0.0
eom,tollfreeinternational,on,agreementregistered,0.0
email,siptrunk,west,billinginquiry-otherbilling,0.0
email,directorylisting,on,disconnect,0.0
email,corporategeneralinquiries,on,cancelsubscriber,0.0
email,corporateaccountservice,on,billinginquiry,0.0
eom,professionalservices,qc,new,0.0
email,datalegacy,west,disconnect,0.0
egain,otherdataservices,ns,generalinquiry-othergeneral,0.0
email,bandwidthselect,sk,disconnect,0.0
egain,datalegacy,east,billinginquiry-balancetransferpaymentupdate,0.0
egain,centrex,east,new,0.0
egain,businesslines,nl,billinginquiry-billingaccountupdate,0.0
egain,centrex,east,generalinquiry-feasibilityinformation,0.0
email,managedservices,on,new,0.0
egain,professionalservices,pe,disconnect,0.0
email,broadband,ns,generalinquiry-othergeneral,0.0
email,megalink,intl,billinginquiry-otherbilling,0.0
email,digitalprivateline,bc,disconnect,0.0
email,audioconferencing,qc,billinginquiry-otherbilling,0.0
egain,resellerbusinesslines,east,seasonalservice,0.0
email,corporateselfservetools,on,accountservicerep,0.0
email,corporatehardwareorders,on,wirelessclientcare,0.0
email,managedservices,west,billinginquiry-otherbilling,0.0
kana,businessinternet,on,billinginquiry-otherbilling,0.0
eom,globalipvpn,on,new,0.0
email,ethernet,on,billinginquiry-invoiceexplanation,0.0
email,webex,nl,billinginquiry-otherbilling,0.0
email,corporatehardwareorders,qc,status,0.0
email,audioconferencing,on,new,0.0
egain,vnet,east,billinginquiry-invoiceexplanation,0.0
email,msos365,qc,generalinquiry-othergeneral,0.0
egain,resellerresidentialline,east,billinginquiry-otherbilling,0.0
eom,localaccesspackage,west,agreementcreation,0.0
email,broadband,on,disconnect,0.0
egain,wavelength,nb,disconnect,0.0
smartpath,businesslines,east,billinginquiry-copyofinvoice,0.0
email,managedservices,west,disconnect,0.0
egain,contactcentre,east,add,0.0
egain,ipvpn,east,billinginquiry-otherbilling,0.0
eom,btce,bc,generalinquiry-othergeneral,0.0
smartpath,ipvpn,on,generalinquiry-othergeneral,0.0
egain,switchredirect,east,billinginquiry-otherbilling,0.0
email,corporatehardwareorders,on,mobilenumberchange,0.0
kana,megalink,on,new,0.0
egain,professionalservices,east,move,0.0
egain,managedservices,east,billinginquiry-billingaccountupdate,0.0
email,corporategeneralinquiries,on,generalservicerequest,0.0
email,businessinternet,intl,billinginquiry-otherbilling,0.0
egain,virtualnetworkservices,east,change,0.0
eom,tollfree,west,agreementcreationvalidated,0.0
smartpath,wavelength,qc,facilitycheck,0.0
kana,ipvpn,ns,generalinquiry-othergeneral,0.0
egain,megalink,east,agreementregistered,0.0
email,businesslines,east,pinreset,0.0
email,corporateservicerepair,on,technicalsupport,0.0
egain,webhosting,east,disconnect,0.0
email,msos365,on,billinginquiry-otherbilling,0.0
egain,megalink,east,3235,0.0
email,btce,on,generalinquiry-othergeneral,0.0
email,corporatehardwareinquiries,on,unlockdevice,0.0
email,wavelength,qc,generalinquiry-othergeneral,0.0
egain,otherdataservices,east,icreditrequest,0.0
eom,businessinternetdedicated,west,generalinquiry-othergeneral,0.0
egain,ethernet,east,generalinquiry-serviceaddressinformation,0.0
egain,centrex,east,inventory,0.0
egain,resellerbusinesslines,east,change,0.0
email,broadcast,qc,new,0.0
email,bandwidthselect,on,billinginquiry-otherbilling,0.0
egain,webhosting,east,billinginquiry-balancetransferpaymentupdate,0.0
egain,microlink,east,seasonalservice,0.0
email,corporatehardwareinquiries,on,quote,0.0
email,internalteamsupport,on,wirelessclientcare,0.0
email,audioconferencing,east,generalinquiry-othergeneral,0.0
egain,microlink,east,change,0.0
egain,businessinternetdedicated,east,billinginquiry-incorrectrate,0.0
email,internetconnectservice,west,generalinquiry-othergeneral,0.0
egain,megalink,east,billinginquiry-invoiceexplanation,0.0
egain,wavelength,ns,new,0.0
kana,centrex,on,facilitycheck,0.0
eom,ondemandcontactcentre,on,agreementcreation,0.0
egain,datalegacy,east,change,0.0
smartpath,corporatehardwareinquiries,on,usernamechange,0.0
kana,btce,ab,add,0.0
email,audioconferencing,east,billinginquiry-otherbilling,0.0
email,sap,qc,change,0.0
email,internetconnectservice,qc,disconnect,0.0
egain,managedsecurityservices,ns,billinginquiry-otherbilling,0.0
smartpath,broadband,nl,add,0.0
kana,tollfree,on,generalinquiry-transferresponsibility,0.0
email,businessinternet,ns,billinginquiry-incorrectrate,0.0
eom,businesslines,on,new,0.0
egain,infrastructureservices,nl,generalinquiry-othergeneral,0.0
email,wavelength,on,move,0.0
eom,wavelength,intl,agreementcreation,0.0
pss,locallink,west,generalinquiry-copyofequipmentrecord,0.0
egain,digitalprivateline,nb,generalinquiry-othergeneral,0.0
egain,megalink,ns,generalinquiry-serviceaddressinformation,0.0
egain,otherdataservices,east,disconnect,0.0
kana,directorylisting,on,cliffagent,0.0
email,corporateaccountservice,on,wirelessclientcare,0.0
kana,eip,west,generalinquiry-othergeneral,0.0
egain,otherdataservices,nl,disconnect,0.0
email,audioconferencing,west,billinginquiry-otherbilling,0.0
kana,digitalprivateline,qc,billinginquiry-otherbilling,0.0
egain,ipvpn,east,change,0.0
email,webex,on,change,0.0
eom,btce,on,pcoesamedayexpedite,0.0
email,businessinternetdedicated,intl,generalinquiry-othergeneral,0.0
smartpath,btce,bc,billinginquiry-billingaccountupdate,0.0
email,infrastructureservices,on,generalinquiry-othergeneral,0.0
kana,tollfree,on,billinginquiry-billingaccountupdate,0.0
email,ethernet,on,generalinquiry-othergeneral,0.0
email,ondemandcontactcentre,qc,change,0.0
email,eip,qc,generalinquiry-othergeneral,0.0
email,corporatehardwareinquiries,on,ordertrackingstatus,0.0
eom,globalipvpn,on,generalinquiry-othergeneral,0.0
email,audioconferencing,on,disconnect,0.0
email,bellmanagedservicesforciscomeraki,on,new,0.0
egain,professionalservices,east,generalinquiry-accountcontractupdate,0.0
email,ondemandcontactcentre,nb,add,0.0
email,corporategeneralinquiries,on,deploymentupgrade,0.0
email,corporatehardwareorders,qc,changesim,0.0
email,datacentreandcloud,nb,generalinquiry-othergeneral,0.0
egain,digitalprivateline,ns,billinginquiry-invoiceexplanation,0.0
email,ethernet,bc,disconnect,0.0
email,sap,on,new,0.0
email,webex,east,temporaryservice,0.0
email,corporatehardwareorders,on,devicemdmenrollment,0.0
email,dedicatedinternetaccess,west,billinginquiry-otherbilling,0.0
egain,btce,east,change,0.0
kana,sap,west,add,0.0
email,businessinternetdedicated,bc,disconnect,0.0
email,dedicatedinternetaccess,on,change,0.0
email,tollfree,on,billinginquiry-obmsupport,0.0
egain,otherdataservices,ns,new,0.0
egain,locallink,east,generalinquiry-portin,0.0
egain,siptrunk,east,winback,0.0
egain,digitalprivateline,east,migration,0.0
egain,siptrunk,east,change,0.0
email,bellmanagedservicesforciscomeraki,on,disconnect,0.0
egain,payphone,east,add,0.0
email,corporategeneralinquiries,qc,status,0.0
email,webex,qc,add,0.0
kana,ipvpn,bc,new,0.0
egain,microlink,east,generalinquiry-accountcontractupdate,0.0
email,dedicatedinternetaccess,on,add,0.0
email,businessinternetbrokered,west,disconnect,0.0
eom,globalprivateline,qc,facilitycheck,0.0
email,corporateselfservetools,on,orders,0.0
email,corporatehardwareinquiries,on,newactivations,0.0
egain,centrex,east,add,0.0
email,businesslines,west,billinginquiry-otherbilling,0.0
egain,megalink,east,generalinquiry-portin,0.0
email,webex,on,disconnect,0.0
email,videoconferencing,qc,generalinquiry-othergeneral,0.0
email,tollfree,qc,billinginquiry-taxexemption,0.0
egain,tollfreeinternational,east,generalinquiry-othergeneral,0.0
kana,centrex,qc,generalinquiry-accountcontractupdate,0.0
egain,tollfree,east,generalinquiry-portout,0.0
email,directorylisting,qc,cliff,0.0
email,businesslines,qc,winback,0.0
email,btce,qc,new,0.0
email,corporatebillinginquiries,on,accountservicerep,0.0
email,audioconferencing,qc,change,0.0
egain,digitalprivateline,nb,change,0.0
egain,resellerinternet,east,change,0.0
egain,sap,east,generalinquiry-othergeneral,0.0
eom,btce,bc,agreementcreation,0.0
egain,ethernet,east,facilitycheck,0.0
egain,resellerresidentialline,east,change,0.0
email,professionalservices,qc,billinginquiry-custombill,0.0
email,businessinternetbrokered,qc,new,0.0
egain,digitalprivateline,nl,billinginquiry-otherbilling,0.0
email,broadband,on,billinginquiry-otherbilling,0.0
email,wavelength,east,billinginquiry-otherbilling,0.0
email,managedservices,mb,generalinquiry-othergeneral,0.0
egain,datacentreandcloud,east,billinginquiry-invoiceexplanation,0.0
kana,globalbusinessinternetdedicated,intl,change,0.0
egain,professionalservices,east,portout,0.0
egain,resellerresidentialline,east,new,0.0
email,virtualnetworkservices,on,change,0.0
email,virtualnetworkservices,qc,generalinquiry-othergeneral,0.0
eom,globalipvpn,new brunswick,facilitycheck,0.0
egain,businessinternetdedicated,east,inventory,0.0
email,businesslines,qc,billinginquiry-custombill,0.0
email,corporategeneralinquiries,on,pricechange,0.0
email,businessinternetdedicated,on,change,0.0
egain,megalink,east,generalinquiry-accountcontractupdate,0.0
egain,ethernet,nb,billinginquiry-otherbilling,0.0
email,audioconferencing,qc,serviceassurance,0.0
egain,resellerbusinesslines,east,billinginquiry-billingaccountupdate,0.0
egain,tollfree,ns,billinginquiry-otherbilling,0.0
egain,digitalprivateline,nl,add,0.0
egain,centrex,nl,change,0.0
email,managedservices,intl,billinginquiry-otherbilling,0.0
email,businessinternetdedicated,intl,billinginquiry-otherbilling,0.0
email,corporateaccountservice,on,upgrade,0.0
email,ethernet,bc,add,0.0
email,megalink,on,billinginquiry-otherbilling,0.0
smartpath,btce,nb,billinginquiry-otherbilling,0.0
email,corporatehardwareorders,on,technicalsupport,0.0
kana,adsllas,on,disconnect,0.0
egain,infrastructureservices,east,billinginquiry-otherbilling,0.0
kana,businesslines,east,change,0.0
email,professionalservices,east,billinginquiry-dispute,0.0
eom,siptrunk,on,agreementcreationvalidated,0.0
email,corporatehardwareinquiries,on,hardwareordercancel,0.0
egain,megalink,east,new,0.0
email,corporategeneralinquiries,on,newactivations,0.0
email,infrastructureservices,qc,change,0.0
email,ipvpn,west,billinginquiry-otherbilling,0.0
egain,datalegacy,nb,billinginquiry-billingaccountupdate,0.0
egain,ipvpn,east,move,0.0
egain,payphone,east,generalinquiry-othergeneral,0.0
email,businessinternet,west,billinginquiry-custombill,0.0
email,businesslines,on,facilitycheck,0.0
eom,businesslines,qc,agreementregistered,0.0
email,audioconferencing,on,generalinquiry-othergeneral,0.0
email,businesslines,on,trafficstudy,0.0
eom,businessinternet,on,agreementregistered,0.0
eom,managedservices,nova scotia,agreementregistered,0.0
email,tollfree,qc,change,0.0
eom,localaccesspackage,west,agreementregistered,0.0
email,vnet,qc,generalinquiry-othergeneral,0.0
email,professionalservices,on,billinginquiry-obmsupport,0.0
email,corporatehardwareorders,ns,newactivations,0.0
eom,businesslines,on,pcoesamedayexpedite,0.0
email,ethernetaccessservice,qc,add,0.0
email,managedservices,intl,add,0.0
egain,datalegacy,east,icreditrequest,0.0
email,broadband,on,change,0.0
egain,tollfree,east,billinginquiry-copyofinvoice,0.0
email,localaccesspackage,qc,generalinquiry-othergeneral,0.0
email,businesslines,qc,billinginquiry-taxexemption,0.0
email,dedicatedinternetaccess,on,generalinquiry-othergeneral,0.0
egain,centrex,east,billinginquiry-invoiceexplanation,0.0
email,internalteamsupport,on,problemfile,0.0
egain,resellerbusinesslines,east,billinginquiry-balancetransferpaymentupdate,0.0
kana,tollfree,qc,billinginquiry-incorrectrate,0.0
email,bandwidthselect,bc,disconnect,0.0
egain,otherdataservices,east,billinginquiry-billingaccountupdate,0.0
egain,locallink,east,generalinquiry-accountcontractupdate,0.0
egain,directorylisting,east,bliffman,0.0
egain,otherdataservices,east,billinginquiry-invoiceexplanation,0.0
email,payphone,on,facilitycheck,0.0
egain,broadcast,east,add,0.0
egain,megalink,nl,add,0.0
egain,ethernet,east,change,0.0
egain,datalegacy,nb,add,0.0
smartpath,businesslines,mb,add,0.0
email,ipvpn,qc,generalinquiry-othergeneral,0.0
email,broadcast,qc,billinginquiry-otherbilling,0.0
email,businessinternet,qc,billinginquiry-taxexemption,0.0
egain,businesslines,pe,billinginquiry-billingaccountupdate,0.0
egain,digitalprivateline,east,generalinquiry-copyofequipmentrecord,0.0
egain,locallink,east,project,0.0
email,corporateaccountservice,on,newactivations,0.0
email,contactcentre,qc,disconnect,0.0
email,corporatebillinginquiries,on,noactionrequired,0.0
egain,megalink,on,disconnect,0.0
email,businessinternet,on,billinginquiry-banrequest,0.0
egain,centrex,nb,billinginquiry-otherbilling,0.0
egain,megalink,east,billinginquiry-dispute,0.0
email,globalipvpn,on,change,0.0
email,corporatehardwareinquiries,on,pricechange,0.0
egain,datalegacy,east,disconnect,0.0
egain,broadband,east,project,0.0
email,wavelength,ab,facilitycheck,0.0
eom,businesslines,on,escpartner,0.0
egain,resellerbusinesslines,east,migration,0.0
email,corporatehardwareorders,ab,generalservicerequest,0.0
email,videoconferencing,qc,change,0.0
egain,megalink,east,facilitycheck,0.0
email,businesslines,east,generalinquiry-othergeneral,0.0
kana,businessinternetbrokered,qc,generalinquiry-othergeneral,0.0
email,wavelength,qc,billinginquiry-otherbilling,0.0
egain,datalegacy,ns,disconnect,0.0
email,centrex,on,new,0.0
egain,internetconnectservice,east,new,0.0
egain,megalink,east,agreementcreation,0.0
eom,wavelength,on,agreementcreationvalidated,0.0
email,corporategeneralinquiries,qc,ordertrackingstatus,0.0
email,corporategeneralinquiries,nl,ordertrackingstatus,0.0
email,sap,east,generalinquiry-othergeneral,0.0
egain,vnet,east,billinginquiry-copyofinvoice,0.0
egain,centrex,east,billinginquiry-otherbilling,0.0
email,siptrunk,east,change,0.0
egain,ethernet,east,move,0.0
egain,directorylisting,east,billinginquiry-billingaccountupdate,0.0
egain,otherdataservices,nl,billinginquiry-otherbilling,0.0
email,broadband,east,billinginquiry-otherbilling,0.0
email,tollfree,nb,generalinquiry-othergeneral,0.0
email,corporateaccountservice,ab,mobilenumberchange,0.0
egain,businessinternetdedicated,east,generalinquiry-serviceaddressinformation,0.0
egain,digitalprivateline,nb,facilitycheck,0.0
egain,tollfree,ns,billinginquiry-billingaccountupdate,0.0
email,ethernet,on,change,0.0
egain,businesslines,east,wholesaleleasedloops,0.0
egain,ethernet,east,disconnect,0.0
egain,managedsecurityservices,nl,billinginquiry-otherbilling,0.0
email,businessinternet,bc,generalinquiry-othergeneral,0.0
email,dedicatedinternetaccess,on,billinginquiry-otherbilling,0.0
egain,businesslines,nb,add,0.0
egain,otherdataservices,pe,billinginquiry-balancetransferpaymentupdate,0.0
email,ipvpn,west,generalinquiry-othergeneral,0.0
egain,megalink,east,generalinquiry-directinwardcalling,0.0
egain,locallink,nb,new,0.0
egain,professionalservices,east,generalinquiry-portin,0.0
email,businessinternetdedicated,ab,generalinquiry-othergeneral,0.0
egain,businesslines,qc,disconnect,0.0
email,corporategeneralinquiries,mb,newactivations,0.0
email,datalegacy,west,generalinquiry-othergeneral,0.0
egain,centrex,nl,generalinquiry-othergeneral,0.0
egain,datacentreandcloud,east,generalinquiry-othergeneral,0.0
email,centrex,west,generalinquiry-othergeneral,0.0
egain,ethernetaccessservice,east,new,0.0
email,corporatebillinginquiries,on,unlockdevice,0.0
egain,siptrunk,east,billinginquiry-billingaccountupdate,0.0
egain,professionalservices,east,add,0.0
egain,sap,qc,generalinquiry-othergeneral,0.0
egain,megalink,east,generalinquiry-copyofequipmentrecord,0.0
email,audioconferencing,mb,generalinquiry-othergeneral,0.0
egain,otherdataservices,nl,move,0.0
egain,globalmanagedsdwan,east,add,0.0
egain,professionalservices,east,billinginquiry-balancetransferpaymentupdate,0.0
egain,locallink,east,billinginquiry-billingaccountupdate,0.0
email,corporatehardwareorders,on,sales,0.0
egain,digitalprivateline,east,add,0.0
kana,directorylisting,east,ilec,0.0
egain,payphone,east,generalinquiry-accountcontractupdate,0.0
egain,otherdataservices,nb,billinginquiry-copyofinvoice,0.0
email,corporategeneralinquiries,on,technicalsupport,0.0
email,sap,intl,billinginquiry-otherbilling,0.0
email,corporateaccountservice,on,technicalsupport,0.0
eom,businessinternetdedicated,on,agreementcreation,0.0
egain,ethernet,ns,new,0.0
egain,managedservices,nb,new,0.0
egain,centrex,ns,billinginquiry-otherbilling,0.0
email,corporatehardwareorders,on,change,0.0
email,broadcast,qc,generalinquiry-othergeneral,0.0
egain,centrex,east,softhardmac,0.0
egain,resellerbusinesslines,east,billinginquiry-copyofinvoice,0.0
email,corporateaccountservice,on,ordertrackingstatus,0.0
egain,switchredirect,east,billinginquiry-billingaccountupdate,0.0
egain,locallink,east,generalinquiry-pricingconfirmation,0.0
egain,datalegacy,east,generalinquiry-othergeneral,0.0
email,businessinternetdedicated,qc,billinginquiry-obmsupport,0.0
egain,managedsecurityservices,east,disconnect,0.0
egain,tollfree,ns,add,0.0
egain,managedservices,nb,change,0.0
email,businessinternetdedicated,west,change,0.0
egain,businesslines,nb,change,0.0
email,wavelength,west,billinginquiry-otherbilling,0.0
egain,megalink,east,inventory,0.0
egain,businesslines,east,trafficstudy,0.0
egain,managedsecurityservices,nl,generalinquiry-othergeneral,0.0
email,corporatehardwareorders,bc,mobilenumberchange,0.0
email,digitalprivateline,on,billinginquiry-balancetransferpaymentupdate,0.0
email,centrex,qc,generalinquiry-othergeneral,0.0
email,bellmanagedservicesforciscomeraki,qc,change,0.0
email,centrex,qc,add,0.0
egain,megalink,east,billinginquiry-billingaccountupdate,0.0
egain,businessinternet,east,agreementcreation,0.0
egain,digitalprivateline,east,billinginquiry-otherbilling,0.0
egain,locallink,east,generalinquiry-othergeneral,0.0
egain,digitalprivateline,nb,add,0.0
eom,localaccesspackage,qc,escpartner,0.0
email,sap,on,move,0.0
egain,dedicatedinternetaccess,east,add,0.0
email,n/a,on,n/a,0.0
email,businessinternet,east,billinginquiry-otherbilling,0.0
email,corporateaccountservice,on,adjustments,0.0
egain,tollfree,east,billinginquiry-otherbilling,0.0
email,businesslines,bc,billinginquiry-otherbilling,0.0
email,businessinternet,on,facilitycheck,0.0
pwo,businessinternetdedicated,west,generalinquiry-othergeneral,0.0
egain,digitalprivateline,east,move,0.0
egain,centrex,east,disconnect,0.0
egain,megalink,nl,billinginquiry-billingaccountupdate,0.0
egain,broadband,pe,generalinquiry-othergeneral,0.0
egain,datalegacy,east,generalinquiry-accountcontractupdate,0.0
